Sequence:1 | Start:4 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.6e-30 | Cond.E-value:4.2e-34 | Bit score:104.8
Sequence:300 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.4e-40 | Cond.E-value:1.7e-44 | Bit score:136.9
Sequence:301 | Start:12 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.7e-39 | Cond.E-value:3.4e-43 | Bit score:132.7
Sequence:302 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.3e-41 | Cond.E-value:8.9e-46 | Bit score:141.0
Sequence:303 | Start:12 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.4e-39 | Cond.E-value:5.3e-44 | Bit score:135.3
Sequence:304 | Start:12 | End:141 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.5e-39 | Cond.E-value:1.4e-43 | Bit score:134.0
Sequence:305 | Start:2 | End:128 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.1e-40 | Cond.E-value:4e-44 | Bit score:136.7
Sequence:306 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4e-40 | Cond.E-value:1.6e-44 | Bit score:137.0
Sequence:307 | Start:12 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.3e-39 | Cond.E-value:1e-43 | Bit score:135.3
Sequence:308 | Start:14 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.4e-42 | Cond.E-value:1.1e-46 | Bit score:145.0
Sequence:309 | Start:18 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.5e-39 | Cond.E-value:2.7e-43 | Bit score:134.0
Sequence:310 | Start:2 | End:130 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.4e-43 | Cond.E-value:1.9e-47 | Bit score:147.4
Sequence:311 | Start:4 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2e-22 | Cond.E-value:2.3e-26 | Bit score:79.8
Sequence:312 | Start:4 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.3e-22 | Cond.E-value:5.1e-26 | Bit score:78.7
Sequence:313 | Start:73 | End:121 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.9e-09 | Cond.E-value:3.5e-13 | Bit score:35.7
Sequence:314 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:315 | Start:30 | End:152 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.8e-28 | Cond.E-value:7.1e-33 | Bit score:99.3
Sequence:316 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:317 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:318 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:319 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:320 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:321 | Start:30 | End:152 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.8e-28 | Cond.E-value:7.1e-33 | Bit score:99.3
Sequence:322 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:323 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:324 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:325 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:326 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:327 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:328 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:329 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:330 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:331 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:332 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:333 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:334 | Start:12 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.6e-29 | Cond.E-value:6.3e-34 | Bit score:102.7
Sequence:335 | Start:11 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.3e-31 | Cond.E-value:7.3e-35 | Bit score:106.7
Sequence:336 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:337 | Start:11 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.3e-31 | Cond.E-value:7.3e-35 | Bit score:106.7
Sequence:338 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:339 | Start:13 | End:135 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.5e-28 | Cond.E-value:6e-33 | Bit score:99.6
Sequence:340 | Start:30 | End:152 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.8e-28 | Cond.E-value:7.1e-33 | Bit score:99.3
Sequence:341 | Start:13 | End:135 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.5e-28 | Cond.E-value:6e-33 | Bit score:99.6
Sequence:342 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:343 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:344 | Start:11 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.3e-31 | Cond.E-value:7.3e-35 | Bit score:106.7
Sequence:345 | Start:11 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.3e-31 | Cond.E-value:7.3e-35 | Bit score:106.7
Sequence:346 | Start:11 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.3e-31 | Cond.E-value:7.3e-35 | Bit score:106.7
Sequence:347 | Start:11 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.3e-31 | Cond.E-value:7.3e-35 | Bit score:106.7
Sequence:348 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:349 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:350 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:351 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:352 | Start:12 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.6e-29 | Cond.E-value:6.3e-34 | Bit score:102.7
Sequence:353 | Start:12 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.6e-29 | Cond.E-value:6.3e-34 | Bit score:102.7
Sequence:354 | Start:12 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.6e-29 | Cond.E-value:6.3e-34 | Bit score:102.7
Sequence:355 | Start:30 | End:152 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.8e-28 | Cond.E-value:7.1e-33 | Bit score:99.3
Sequence:356 | Start:30 | End:130 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.6e-22 | Cond.E-value:2.6e-26 | Bit score:78.1
Sequence:357 | Start:13 | End:135 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.5e-28 | Cond.E-value:6e-33 | Bit score:99.6
Sequence:358 | Start:30 | End:152 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.8e-28 | Cond.E-value:7.1e-33 | Bit score:99.3
Sequence:359 | Start:13 | End:135 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.5e-28 | Cond.E-value:6e-33 | Bit score:99.6
Sequence:360 | Start:30 | End:130 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.6e-22 | Cond.E-value:2.6e-26 | Bit score:78.1
Sequence:361 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:362 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:363 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:364 | Start:12 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.6e-29 | Cond.E-value:6.3e-34 | Bit score:102.7
Sequence:365 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:366 | Start:12 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.6e-29 | Cond.E-value:6.3e-34 | Bit score:102.7
Sequence:367 | Start:12 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.6e-29 | Cond.E-value:6.3e-34 | Bit score:102.7
Sequence:368 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:369 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:370 | Start:11 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.3e-31 | Cond.E-value:7.3e-35 | Bit score:106.7
Sequence:371 | Start:11 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.3e-31 | Cond.E-value:7.3e-35 | Bit score:106.7
Sequence:372 | Start:11 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.3e-31 | Cond.E-value:7.3e-35 | Bit score:106.7
Sequence:373 | Start:11 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.3e-31 | Cond.E-value:7.3e-35 | Bit score:106.7
Sequence:374 | Start:4 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.8e-29 | Cond.E-value:4.6e-33 | Bit score:100.9
Sequence:375 | Start:4 | End:133 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.1e-36 | Cond.E-value:4.8e-40 | Bit score:124.0
Sequence:376 | Start:10 | End:130 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.4e-18 | Cond.E-value:1.1e-22 | Bit score:67.4
Sequence:377 | Start:13 | End:127 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.3e-27 | Cond.E-value:2.6e-31 | Bit score:95.2
Sequence:378 | Start:4 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.3e-29 | Cond.E-value:7.3e-33 | Bit score:100.3
Sequence:379 | Start:4 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.3e-29 | Cond.E-value:7.3e-33 | Bit score:100.3
Sequence:380 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.4e-31 | Cond.E-value:1.1e-35 | Bit score:109.4
Sequence:381 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-30 | Cond.E-value:6.7e-35 | Bit score:105.9
Sequence:382 | Start:7 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.4e-27 | Cond.E-value:3.3e-31 | Bit score:93.9
Sequence:383 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-30 | Cond.E-value:6.7e-35 | Bit score:105.9
Sequence:384 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.4e-31 | Cond.E-value:1.1e-35 | Bit score:109.4
Sequence:385 | Start:7 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.4e-27 | Cond.E-value:3.3e-31 | Bit score:93.9
Sequence:386 | Start:5 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-29 | Cond.E-value:8.9e-33 | Bit score:100.5
Sequence:387 | Start:5 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-29 | Cond.E-value:8.9e-33 | Bit score:100.5
Sequence:388 | Start:12 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.6e-29 | Cond.E-value:6.3e-34 | Bit score:102.7
Sequence:389 | Start:30 | End:152 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1e-27 | Cond.E-value:4e-32 | Bit score:96.9
Sequence:390 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.8e-41 | Cond.E-value:4.4e-45 | Bit score:140.7
Sequence:392 | Start:4 | End:140 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.9e-31 | Cond.E-value:2.3e-35 | Bit score:108.4
Sequence:393 | Start:4 | End:140 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.9e-31 | Cond.E-value:2.3e-35 | Bit score:108.4
Sequence:394 | Start:4 | End:140 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.9e-31 | Cond.E-value:2.3e-35 | Bit score:108.4
Sequence:395 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2e-39 | Cond.E-value:7.9e-44 | Bit score:134.7
Sequence:396 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.4e-25 | Cond.E-value:2.6e-29 | Bit score:88.8
Sequence:397 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-25 | Cond.E-value:8.6e-30 | Bit score:90.3
Sequence:398 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.4e-23 | Cond.E-value:2.1e-27 | Bit score:81.6
Sequence:399 | Start:7 | End:135 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.4e-41 | Cond.E-value:2.1e-45 | Bit score:139.8
Sequence:400 | Start:7 | End:135 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1e-40 | Cond.E-value:3.9e-45 | Bit score:139.0
Sequence:401 | Start:4 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9e-38 | Cond.E-value:7e-42 | Bit score:129.4
Sequence:402 | Start:7 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-35 | Cond.E-value:6.8e-40 | Bit score:122.0
Sequence:403 | Start:4 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.1e-26 | Cond.E-value:3.2e-30 | Bit score:91.7
Sequence:404 | Start:7 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-26 | Cond.E-value:2e-30 | Bit score:92.9
Sequence:405 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-31 | Cond.E-value:9.1e-36 | Bit score:109.7
Sequence:406 | Start:5 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.6e-39 | Cond.E-value:2.8e-43 | Bit score:133.9
Sequence:407 | Start:7 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.9e-26 | Cond.E-value:4.6e-30 | Bit score:91.2
Sequence:408 | Start:29 | End:155 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.8e-26 | Cond.E-value:6e-30 | Bit score:91.8
Sequence:409 | Start:4 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.3e-29 | Cond.E-value:6.5e-33 | Bit score:100.4
Sequence:410 | Start:5 | End:139 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.6e-26 | Cond.E-value:1e-29 | Bit score:90.7
Sequence:411 | Start:7 | End:137 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.9e-42 | Cond.E-value:1.5e-46 | Bit score:144.5
Sequence:412 | Start:4 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.3e-25 | Cond.E-value:5.2e-30 | Bit score:90.1
Sequence:413 | Start:4 | End:152 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.2e-31 | Cond.E-value:4.9e-35 | Bit score:107.3
Sequence:414 | Start:2 | End:133 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.5e-25 | Cond.E-value:2.7e-29 | Bit score:88.7
Sequence:415 | Start:3 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.9e-28 | Cond.E-value:6.9e-32 | Bit score:97.1
Sequence:416 | Start:4 | End:152 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.5e-29 | Cond.E-value:6.5e-33 | Bit score:101.0
Sequence:417 | Start:4 | End:152 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.4e-30 | Cond.E-value:9.9e-34 | Bit score:103.6
Sequence:418 | Start:4 | End:152 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.5e-28 | Cond.E-value:1.3e-31 | Bit score:97.5
Sequence:419 | Start:13 | End:155 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.4e-25 | Cond.E-value:9.5e-30 | Bit score:89.2
Sequence:420 | Start:6 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.1e-25 | Cond.E-value:8.2e-30 | Bit score:89.4
Sequence:421 | Start:4 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.8e-30 | Cond.E-value:2.1e-34 | Bit score:105.8
Sequence:422 | Start:11 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.9e-30 | Cond.E-value:3.8e-34 | Bit score:104.4
Sequence:423 | Start:11 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-28 | Cond.E-value:8.9e-33 | Bit score:100.0
Sequence:424 | Start:4 | End:141 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.9e-38 | Cond.E-value:1.9e-41 | Bit score:129.3
Sequence:425 | Start:4 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.7e-36 | Cond.E-value:2.2e-40 | Bit score:123.6
Sequence:426 | Start:4 | End:128 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.2e-40 | Cond.E-value:4.9e-44 | Bit score:136.4
Sequence:427 | Start:15 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.1e-41 | Cond.E-value:7.1e-45 | Bit score:139.1
Sequence:428 | Start:7 | End:139 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3e-44 | Cond.E-value:2.4e-48 | Bit score:150.3
Sequence:429 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.5e-45 | Cond.E-value:1.2e-49 | Bit score:154.5
Sequence:430 | Start:7 | End:137 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-44 | Cond.E-value:1.3e-48 | Bit score:151.8
Sequence:431 | Start:11 | End:140 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.3e-44 | Cond.E-value:3.9e-48 | Bit score:150.2
Sequence:432 | Start:7 | End:139 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3e-44 | Cond.E-value:2.4e-48 | Bit score:150.3
Sequence:433 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.5e-45 | Cond.E-value:1.2e-49 | Bit score:154.5
Sequence:434 | Start:7 | End:137 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-44 | Cond.E-value:1.3e-48 | Bit score:151.8
Sequence:435 | Start:11 | End:140 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.3e-44 | Cond.E-value:3.9e-48 | Bit score:150.2
Sequence:436 | Start:4 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-26 | Cond.E-value:1.3e-30 | Bit score:93.0
Sequence:437 | Start:5 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7e-25 | Cond.E-value:2.8e-29 | Bit score:87.7
Sequence:438 | Start:5 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.5e-23 | Cond.E-value:2e-27 | Bit score:82.7
Sequence:439 | Start:7 | End:137 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.3e-40 | Cond.E-value:1e-44 | Bit score:138.6
Sequence:440 | Start:26 | End:152 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.9e-40 | Cond.E-value:8.1e-44 | Bit score:136.2
Sequence:441 | Start:2 | End:130 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.7e-42 | Cond.E-value:3.2e-46 | Bit score:144.0
Sequence:442 | Start:12 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.3e-40 | Cond.E-value:1.3e-44 | Bit score:137.3
Sequence:443 | Start:23 | End:153 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.5e-42 | Cond.E-value:2.7e-46 | Bit score:143.7
Sequence:444 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1e-40 | Cond.E-value:4e-45 | Bit score:138.9
Sequence:445 | Start:7 | End:45 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.3e-06 | Cond.E-value:3.7e-10 | Bit score:25.9
Sequence:445 | Start:48 | End:107 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.6e-18 | Cond.E-value:1e-22 | Bit score:66.5
Sequence:446 | Start:13 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1e-25 | Cond.E-value:4e-30 | Bit score:90.4
Sequence:447 | Start:4 | End:136 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.6e-26 | Cond.E-value:1.2e-30 | Bit score:93.1
Sequence:448 | Start:4 | End:136 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.6e-26 | Cond.E-value:1.2e-30 | Bit score:93.1
Sequence:449 | Start:19 | End:153 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.3e-37 | Cond.E-value:2.7e-41 | Bit score:128.1
Sequence:450 | Start:4 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.4e-23 | Cond.E-value:5e-27 | Bit score:81.4
Sequence:451 | Start:4 | End:141 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.4e-24 | Cond.E-value:2.9e-28 | Bit score:84.4
